Company_Brand,Sector,Stage,HeadQuarter,What_it_does,Amount,Year,Founded,Founders,Investor
mCaffeine,Cosmetics,Series B,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",50000000.0,2020,2015.0,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital"
Pocket FM,FM,Series A,Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,50000000.0,2020,2018.0,Rohan Nayak,"Times Group, Lightspeed"
Snackible,Health Care,Bridge,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,428192930.5603539,2020,2015.0,,"Mumbai Angels, Murali Nair"
FreshtoHome,E-Commerce,Undisclosed,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,160000000.0,2020,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar"
Jumbotail,Retail,Series B2,Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,110000000.0,2020,2015.0,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures"
Nykaa,E-Commerce,Undisclosed,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,428192930.5603539,2020,2012.0,Falguni Nayar,"Katrina Kaif, Steadview Capital"
TagZ Foods,Food,Undisclosed,Bangalore,TagZ Foods is a supplier of snacks and food products.,428192930.5603539,2020,2019.0,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi"
Genius Teacher,EdTech,Undisclosed,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",20000000.0,2020,2016.0,"Advitiya Sharma, Gaurav Lahoti","Sandeep Tandon, Daniel Lapus"
Krimanshi Feeds,Nutrition,Undisclosed,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,5000000.0,2020,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City"
Origo,AgriTech,Debt,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,40000000.0,2020,2010.0,"Sunoor Kaul,",Northern Arc Capital
GetVantage,FinTech,Seed,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,50000000.0,2020,2019.0,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts"
Betterplace,Tech platform,Series B,Bangalore,Developer of a digital verification platform designed to manage the semi-formal workforce.,100000000.0,2020,2015.0,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures
Biddano,Health Care,Pre-series A,Mumbai,India's 1st tech-enabled healthcare logistics platform.,6000000.0,2020,2016.0,Talha Shaikh,Windrose Capital
InVideo,Video,Series A,Mumbai,InVideo enables you to transform your content into great videos.,150000000.0,2020,2017.0,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India"
Arzooo,Retail Tech,Series A,Bangalore,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",75000000.0,2020,2016.0,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group"
Hubilo,Tech,Seed,Unknown,World’s smartest virtual event platform that brings Experience & Intelligence together,45000000.0,2020,2020.0,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle"
BASIC Home Loan,FinTech,Seed,Gurugram,"A platform for automating home loans for middle and low-income households in India,",50000000.0,2020,2020.0,Atul Monga,Picus Capital
Ketos,AI,Undisclosed,Unknown,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,180000000.0,2020,2015.0,Meena Sankaran,"Citi Ventures, Illuminated Funds Group"
SUGAR cosmetics,Cosmetics,Debt,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,20000000.0,2020,2012.0,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd"
Signzy,FinTech,Undisclosed,Bangalore,It is creating 'building blocks for a Digital Trust system.,54000000.0,2020,2015.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners"
Ahaguru,EdTech,Series A,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",428192930.5603539,2020,2012.0,"Gomathi S, Dr Balaji Sampath",Anand Mahindra
Tekion,AI,Series C,Unknown,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,1500000000.0,2020,2016.0,"Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures"
Brighteye Ventures,EdTech,Undisclosed,Unknown,Education technology venture capital firm.,54000000.0,2020,2017.0,David guerin,Tandem
EzeRx,Med Tech,Seed,Kolkata,Developer and manufacturer of medical devices,2000000.0,2020,2018.0,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty"
VitalTech,HealthTech,Seed,Unknown,"VitalTech is a develop technologies that empower patients to better care for their safety,",30000000.0,2020,2018.0,Anjan Panneer Selvam,Tech Mahindra
Genius Teacher,EdTech,Undisclosed,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",20000000.0,2020,2016.0,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP."
Ultraviolette Automotive,Automobile,Series B,Bangalore,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,40000000.0,2020,2014.0,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company
Tring,Social Media,Undisclosed,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",428192930.5603539,2020,2019.0,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh"
Rare Planet,Retail,Pre-series A,Kolkata,Rare Planet sells handicrafts made by local artisans.,4000000.0,2020,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts
GoodGamer,Gaming,Seed,Bangalore,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,25000000.0,2020,2020.0,Charles Creighton,
InnAccel,Med Tech,Pre-series A,Bangalore,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",15000000.0,2020,2012.0,Siraj Dhanani,Mount Judi Ventures
Tiliter,Retail,Undisclosed,Unknown,Software that uses computer vision to recognise products without barcodes,75000000.0,2020,2017.0,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec"
Slintel,Sales and marketing,Undisclosed,Unknown Bay Area,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",42000000.0,2020,2016.0,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners"
SoOLEGAL,LegalTech,Undisclosed,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",40000000.0,2020,2015.0,Manish Kaul,
HobSpace,EdTech,Seed,Mumbai,India's Activity Hub for Kids,2000000.0,2020,2019.0,"Priya Goel Sheth, Harsh Jain",Artha Venture
Supplynote,SaaS,Seed,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,5000000.0,2020,2015.0,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV"
Hire Me Car,Car Service,Seed,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,428192930.5603539,2020,,Pankaj Sharma,
ShopUp,E-Commerce,Series A,Unknown,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",220000000.0,2020,2017.0,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital"
Harmonizer India,Tech,Undisclosed,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",428192930.5603539,2020,2019.0,M R Srinivas,Kapil Dev
Zomato,FoodTech,Undisclosed,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,520000000.0,2020,2008.0,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management"
Dukaan,Tech,Seed,Mumbai,Developer of an android application designed for businesses to sell online.,60000000.0,2020,2020.0,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners."
CredR,Bike marketplace,Undisclosed,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,20000000.0,2020,2014.0,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius"
Satyukt,AgriTech,Seed,Bangalore,An agritech company that provides business to business (B2B) agricultural data,5000000.0,2020,2018.0,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)"
RACEnergy,Automobile,Undisclosed,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,428192930.5603539,2020,2018.0,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)"
TREAD,Fitness,Pre-seed,Bangalore,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,11000000.0,2020,2020.0,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal"
Anveshan,FoodTech,Pre-seed,Bangalore,Provide quality and healthy food products,1000000.0,2020,2019.0,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital
TeaMonk,Food & Beverages,Pre-series A,Bangalore,India's Finest Specialty Tea company.,9000000.0,2020,2016.0,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures"
Fleetx,Tech,Pre-series B,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",30000000.0,2020,2017.0,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat"
ReNEWate,Real Estate,Pre-seed,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",428192930.5603539,2020,2018.0,Supratik Ghatak,Real Estate Accelerator Program
Tango Eye,SaaS,Seed,Chennai,Retail Video Analytics SaaS product,428192930.5603539,2020,2018.0,Surender Gounder,"Riso Investments, Lenskart"
Rare Planet,Retail,Pre-series A,Kolkata,Rare Planet sells handicrafts made by local artisans.,428192930.5603539,2020,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts
Avataa Me,AR platform,Series A,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,70000000.0,2020,2014.0,Gaurav Baid,Sequoia Capital India
Arrival,EV,Undisclosed,Unknown,Arrival is a technology company that specializes in developing electric vehicles.,1180000000.0,2020,2015.0,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company"
Cover Genius,FinTech,Undisclosed,Unknown,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,150000000.0,2020,2014.0,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital"
Phononic Vibes,Deeptech,Undisclosed,Unknown,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",23000000.0,2020,2018.0,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",
MikeLegal,LegalTech,Seed,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,428192930.5603539,2020,2017.0,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian"
Clair,FinTech,Seed,Unknown,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,45000000.0,2020,2019.0,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures"
Gourmet Garden,Consumer Goods,Undisclosed,Unknown,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,428192930.5603539,2020,1999.0,Arjun Balaji,Advent Partners
Miko,AI,Pre-series B,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",30000000.0,2020,2015.0,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital"
Razorpay,FinTech,Series D,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",1000000000.0,2020,2014.0,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India"
Ninjacart,Food Industry,Undisclosed,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",300000000.0,2020,2015.0,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart"
Wow! Momo,Food Industry,Debt,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,50000000.0,2020,2008.0,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell"
Pepper Content,Content Marktplace,Series A,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,42000000.0,2020,2017.0,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari"
LIVSPACE,Interior Design,Debt,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",40000000.0,2020,2014.0,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners"
Acculi Labs,Health Care,Seed,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,6000000.0,2020,2017.0,"HariPrasath M., Rupam Das",Startup Basket.
Your MD,Health Care,Undisclosed,Unknown,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,250000000.0,2020,2012.0,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital"
Antaios,Tech,Undisclosed,Unknown,Developer of memory-based technology intended to solve issues of advanced computing.,110000000.0,2020,2016.0,Jean Pierre Nozieres,
Unnati,AgriTech,Pre-series A,Noida,A helping hand to the farming community through Artificial Intelligence,17000000.0,2020,2017.0,"Amit Sinha, Ashok Prasad",NABVENTURES
Disprz,EdTech,Pre-series B,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",16000000.0,2020,2015.0,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital"
Uni,FinTech,Seed,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,185000000.0,2020,,Nitin Gupta,"Lightspeed India Partners, Accel India"
Credit Wise Capital,FinTech,Seed,Mumbai,CreditWise Capital is a consumer finance company.,60000000.0,2020,1994.0,"Hirak Joshi, Aalesh Avlani",Venture Catalysts
Chargebee,SaaS,Series F,Unknown Bay Area,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,550000000.0,2020,2011.0,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital"
Reliance Retail Ventures Ltd,Retail,Undisclosed,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",700000000000.0,2020,2006.0,Mukesh Ambani,"Silver Lake, Mubadala Investment Company"
Winuall,EdTech,Undisclosed,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",20000000.0,2020,2019.0,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani"
Genrobotics,AI,Undisclosed,Trivandrum,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,3000000.0,2020,2015.0,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures
